x, y
-5.088495575221239, 99.62800875273523
-4.380530973451327, 99.49671772428884
-3.584070796460177, 99.32166301969366
-2.964601769911504, 99.45295404814004
-2.2787610619469034, 99.89059080962801
-1.415929203539822, 99.97811816192561
-0.5088495575221241, 100.15317286652079
-0.04424778761061976, 100.15317286652079
0.9070796460177002, 99.93435448577681
2.0796460176991145, 100.19693654266959
3.097345132743362, 100.41575492341357
4.159292035398229, 100.63457330415756
4.889380530973451, 100.76586433260394
5.907079646017701, 100.45951859956236
6.946902654867257, 100.85339168490154
7.831858407079645, 101.07221006564552
8.694690265486726, 101.2910284463895
9.491150442477876, 101.2035010940919
10.420353982300886, 100.94091903719912
11.305309734513276, 100.63457330415756
11.924778761061948, 100.24070021881838
